,hitsPM,accentedHitsPM,takedownsPM,accentedHitsDistancePM,accentedHitsClinchPM,accentedHitsParterPM,hitsSuccessfulPM,takedownsSuccessfulPM,accentedHitsDistanceSuccessfulPM,accentedHitsClinchSuccessfulPM,accentedHitsParterSuccessfulPM,hitsSuccessful_percent,accentedHitsSuccessful_percent,accentedHits_percent,takedownSuccessful_percent,accentedHitsPositionDistanceSuccessful_prcent,accentedHitsPositionClinchSuccessful_percent,accentedHitsPositionParterSuccessful_percent,takedowns_to_hits,HitsPositionDistance_to_hits,HitsPositionClinch_to_hits,HitsPositionParter_to_hits,sigStrikesAccuracy,significantStrikesLandPerMinute,takedownsAccuracy,takedownsPer15min,rank_fighters,height_fighters,weight_fighters,birthYear_fighters,eventDate_date,winner,odd_diff,fighter1_fightsAmount,fighter2_fightsAmount,fighter1_winDEC,fighter1_winDQ,fighter1_winKO,fighter1_winNC,fighter1_winSUB,fighter2_winDEC,fighter2_winDQ,fighter2_winKO,fighter2_winNC,fighter2_winSUB,odd1,odd2
0,9.23076923076923,9.23076923076923,-2.3076923076923075,4.615384615384616,0.0,4.615384615384615,6.923076923076923,0.0,2.3076923076923075,0.0,4.615384615384615,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.923076923076923,0.0,0.0,0.0,12.700000000000017,-97.05999999999999,10.008219178082193,1993-11-12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-5.538461538461537,0.23076923076923084,0.0,-0.6923076923076921,2.307692307692308,-1.3846153846153846,-5.76923076923077,0.0,-0.9230769230769231,1.3846153846153844,-1.1538461538461537,-0.2687052700065061,0.13077423552374756,0.45608327911515945,0.0,0.0,-0.3500000000000001,-0.1428571428571428,0.0,-0.10526315789473684,0.6639676113360324,-0.03036437246963561,-0.12698412698412703,-0.6923076923076925,0.0,0.0,0.0,2.5400000000000205,-11.33999999999999,0.0,1993-11-12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-8.807339449541285,-3.853211009174312,1.1009174311926606,-0.5504587155963303,-0.5504587155963303,-2.7522935779816518,-6.605504587155964,0.5504587155963303,-0.5504587155963303,-0.5504587155963303,-0.5504587155963303,0.19999999999999996,0.04999999999999999,-0.15000000000000002,0.0,0.0,0.0,-2.0,0.25,-0.0625,-0.0625,0.125,0.5,-1.651376146788991,0.0,8.256880733944955,0.0,-2.5400000000000205,-9.070000000000007,-1.0,1993-11-12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0434782608695654,1.3043478260869565,0.43478260869565216,1.3043478260869565,0.0,0.0,1.7391304347826086,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521739130434782,0.0,0.0,-9.52000000000001,-3.0027397260274,1993-11-12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-12.631578947368421,0.0,0.0,0.0,0.0,0.0,-12.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.61,2.0027397260274,1993-11-12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-14.237288135593221,-14.237288135593221,0.0,-5.084745762711864,0.0,-9.152542372881356,-11.186440677966102,0.0,-5.084745762711864,0.0,-6.101694915254237,-0.6470588235294118,-0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6470588235294118,-11.186440677966102,0.0,0.0,0.0,-2.5400000000000205,26.75999999999999,-11.008219178082193,1993-11-12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.3076923076923084,2.3076923076923084,2.3076923076923075,2.3076923076923084,0.0,0.0,2.307692307692308,1.1538461538461537,2.307692307692308,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,-4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.19047619047619047,2.307692307692308,0.0,17.30769230769231,0.0,-7.6200000000000045,2.2700000000000102,1.0,1993-11-12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2.3076923076923075,1.1538461538461537,1.7307692307692308,0.5769230769230769,0.0,0.5769230769230769,1.7307692307692308,0.5769230769230769,0.0,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.0,8.653846153846155,0.0,-10.160000000000025,-18.60000000000001,-7.0054794520547965,1993-11-12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.014333195217762551,-1.2451207562805537,0.0,-2.315700183699636,0.5201207118227521,0.5504587155963303,0.6828540485941552,0.0,-1.2515404628234974,0.5201207118227521,0.1834862385321101,0.09166666666666667,-0.06388888888888888,-0.15555555555555556,0.0,-0.04166666666666652,0.0,0.0,0.0,-0.3895833333333333,0.16041666666666668,0.020833333333333332,0.013888888888888895,-0.5479335124686351,0.0,0.0,0.0,5.0800000000000125,6.810000000000002,7.005479452054793,1994-03-11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.744102968768289,-2.673474555825802,-0.424101548234886,-2.917891429274933,0.12903225806451613,0.11538461538461538,3.4529185276770304,-0.4807817101782059,-1.1660651176780208,0.08602150537634409,0.11538461538461538,0.1436507936507937,-0.5388888888888889,-0.6825396825396826,-0.3055555555555556,-0.3999999999999999,0.0,0.0,-0.05,-0.9285714285714286,0.02857142857142857,0.06666666666666667,-0.38257575757575757,-0.9646589969170614,-0.3055555555555556,-7.211725652673089,0.0,5.079999999999984,-6.800000000000011,3.0027397260273965,1994-03-11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
